"Label (Grouping)","Allegany County, Maryland!!Estimate","Allegany County, Maryland!!Margin of Error","Anne Arundel County, Maryland!!Estimate","Anne Arundel County, Maryland!!Margin of Error","Baltimore County, Maryland!!Estimate","Baltimore County, Maryland!!Margin of Error","Calvert County, Maryland!!Estimate","Calvert County, Maryland!!Margin of Error","Caroline County, Maryland!!Estimate","Caroline County, Maryland!!Margin of Error","Carroll County, Maryland!!Estimate","Carroll County, Maryland!!Margin of Error","Cecil County, Maryland!!Estimate","Cecil County, Maryland!!Margin of Error","Charles County, Maryland!!Estimate","Charles County, Maryland!!Margin of Error","Dorchester County, Maryland!!Estimate","Dorchester County, Maryland!!Margin of Error","Frederick County, Maryland!!Estimate","Frederick County, Maryland!!Margin of Error","Garrett County, Maryland!!Estimate","Garrett County, Maryland!!Margin of Error","Harford County, Maryland!!Estimate","Harford County, Maryland!!Margin of Error","Howard County, Maryland!!Estimate","Howard County, Maryland!!Margin of Error","Kent County, Maryland!!Estimate","Kent County, Maryland!!Margin of Error","Montgomery County, Maryland!!Estimate","Montgomery County, Maryland!!Margin of Error","Prince George's County, Maryland!!Estimate","Prince George's County, Maryland!!Margin of Error","Queen Anne's County, Maryland!!Estimate","Queen Anne's County, Maryland!!Margin of Error","St. Mary's County, Maryland!!Estimate","St. Mary's County, Maryland!!Margin of Error","Somerset County, Maryland!!Estimate","Somerset County, Maryland!!Margin of Error","Talbot County, Maryland!!Estimate","Talbot County, Maryland!!Margin of Error","Washington County, Maryland!!Estimate","Washington County, Maryland!!Margin of Error","Wicomico County, Maryland!!Estimate","Wicomico County, Maryland!!Margin of Error","Worcester County, Maryland!!Estimate","Worcester County, Maryland!!Margin of Error","Baltimore city, Maryland!!Estimate","Baltimore city, Maryland!!Margin of Error"
"Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","49,449","±2,436","103,225","±1,817","78,724","±1,641","112,696","±3,287","59,042","±4,215","99,569","±3,051","79,415","±3,479","103,678","±1,654","52,799","±3,779","100,685","±1,927","54,542","±3,487","94,003","±2,398","124,042","±3,448","60,208","±5,185","111,812","±1,361","86,994","±865","96,467","±4,785","95,864","±3,872","44,980","±4,548","73,102","±4,031","63,510","±1,930","60,366","±2,437","65,396","±3,856","52,164","±946"
